,topic,subtopic,video,video_length_[mins]
935,08 Pathology 51h57m,09 Renal,03 Renal Pathology - Glomerular Diseases.mp4,5.803333333
936,08 Pathology 51h57m,09 Renal,07 Renal Pathology - Chronic Glomerulonephritis.mp4,1.52
937,08 Pathology 51h57m,09 Renal,04 Renal Pathology - Primary Glomerulopathies (Nephritic).mp4,14.04783333
938,08 Pathology 51h57m,09 Renal,12 Renal Pathology - Vascular Disorders of the Kidney.mp4,4.09
939,08 Pathology 51h57m,09 Renal,01 Renal Pathology - Congenital Anomolies of the Kidney.mp4,2.9145
940,08 Pathology 51h57m,09 Renal,09 Renal Pathology - Urolithiasis.mp4,3.671166667
941,08 Pathology 51h57m,09 Renal,15 Renal Pathology - Urinary Bladder Pathology.mp4,4.976666667
942,08 Pathology 51h57m,09 Renal,13 Renal Pathology - Obstructive Disorders of the Urinary System.mp4,0.516666667
943,08 Pathology 51h57m,09 Renal,05 Renal Pathology - Primary Glomerulopathies (Nephrotic).mp4,8.492166667
944,08 Pathology 51h57m,09 Renal,08 Renal Pathology - Diseases of the Tubules and Interstitium.mp4,7.0345
945,08 Pathology 51h57m,09 Renal,10 Renal Pathology - Tumors of the Kidney.mp4,8.43
946,08 Pathology 51h57m,09 Renal,02 Renal Pathology - Cystic Disease.mp4,4.84
947,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,06 Common OTC Drug Overdoses.mp4,24.62216667
948,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,05 Diuretics.mp4,10.93883333
949,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,03 Syndrome of Inappropriate Antidiuretic Hormone.mp4,17.53333333
950,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,07 Serotonin Syndrome.mp4,14.65116667
951,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,02 Diabetic Ketoacidosis.mp4,17.35216667
952,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,Congestive Heart Failure (2019).mp4,12.12666667
953,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,01 Renin Angiotensin Aldosterone System.mp4,7.8245
954,09 Pharmacology 20h41m,12 Clinical Correlates & Animations,04 Neuroleptic Malignant Syndrome.mp4,12.6
955,09 Pharmacology 20h41m,03 Cardiac and Renal,06 Cardiac and Renal Pharmacology - Antianginal Drugs.mp4,18.69766667
956,09 Pharmacology 20h41m,03 Cardiac and Renal,07 Cardiac and Renal Pharmacology - Antihyperlipidemics.mp4,14.37333333
957,09 Pharmacology 20h41m,03 Cardiac and Renal,02 Cardiac and Renal Pharmacology - Antihypertensives.mp4,47.24233333
958,09 Pharmacology 20h41m,03 Cardiac and Renal,05 Cardiac and Renal Pharmacology - Antiarrhythmic Drugs Classification.mp4,33.6325
959,09 Pharmacology 20h41m,03 Cardiac and Renal,01 Cardiac and Renal Pharmacology - Diuretics.mp4,47.542
960,09 Pharmacology 20h41m,03 Cardiac and Renal,04 Cardiac and Renal Pharmacology - Cardiac Action Potential.mp4,20.723
961,09 Pharmacology 20h41m,03 Cardiac and Renal,03 Cardiac and Renal Pharmacology - Drugs for Heart Failure.mp4,21.531
962,09 Pharmacology 20h41m,07 Blood Disorders,03 Drugs Used in Blood Disorders - Antiplatelet Drugs.mp4,5.268666667
963,09 Pharmacology 20h41m,07 Blood Disorders,02 Drugs Used in Blood Disorders - Thrombolytics.mp4,2.503
964,09 Pharmacology 20h41m,07 Blood Disorders,01 Drugs Used in Blood Disorders - Anticoagulants.mp4,16.12833333
965,09 Pharmacology 20h41m,10 Immunopharmacology,01 Immunopharmacology - Immunopharmacology.mp4,5.845333333
966,09 Pharmacology 20h41m,06 Anti-inflammatories,07 Drugs for Inflammatory and Related Disorders - Glucocorticoids.mp4,3.831666667
967,09 Pharmacology 20h41m,06 Anti-inflammatories,02 Drugs for Inflammatory and Related Disorders - Drugs Used in Gastrointestinal Dysfunction.mp4,16.383
968,09 Pharmacology 20h41m,06 Anti-inflammatories,01 Drugs for Inflammatory and Related Disorders - Histamine and Antihistamines.mp4,6.037166667
969,09 Pharmacology 20h41m,06 Anti-inflammatories,04 Drugs for Inflammatory and Related Disorders - Eicosanoid Pharmacology.mp4,33.18316667
970,09 Pharmacology 20h41m,06 Anti-inflammatories,06 Drugs for Inflammatory and Related Disorders - Drugs Used for Treatment of Gout.mp4,8.298833333
971,09 Pharmacology 20h41m,06 Anti-inflammatories,03 Drugs for Inflammatory and Related Disorders - Drugs Acting on Serotonergic Systems.mp4,6.498166667
972,09 Pharmacology 20h41m,06 Anti-inflammatories,05 Drugs for Inflammatory and Related Disorders - Drugs Used for Treatment of Rheumatoid Arthritis.mp4,4.645166667
973,09 Pharmacology 20h41m,06 Anti-inflammatories,08 Drugs for Inflammatory and Related Disorders - Drugs Used for Treatment of Asthma.mp4,12.89283333
974,09 Pharmacology 20h41m,01 General Principles,03 Pharmacokinetics - Biotransformation.mp4,24.53283333
975,09 Pharmacology 20h41m,01 General Principles,06 Pharmacodynamics - Definitions and D-R Curves.mp4,22.93466667
976,09 Pharmacology 20h41m,01 General Principles,02 Pharmacokinetics - Absorption and Distribution.mp4,26.12116667
977,09 Pharmacology 20h41m,01 General Principles,05 Pharmacokinetics - Steady State Review Questions.mp4,24.63916667
978,09 Pharmacology 20h41m,01 General Principles,07 Pharmacodynamics - Signaling Mechanisms.mp4,13.53216667
979,09 Pharmacology 20h41m,01 General Principles,04 Pharmacokinetics - Elimination.mp4,15.46883333
980,09 Pharmacology 20h41m,01 General Principles,Drug Development and Testing (2019).mp4,10.70733333
981,09 Pharmacology 20h41m,01 General Principles,01 Pharmacokinetics - Permeation.mp4,31.273
982,09 Pharmacology 20h41m,04 CNS Pharmacology,"03 Central Nervous System Pharmacology - Drugs Used for Depression, Bipolar Disorders, and ADHD.mp4",21.23466667
983,09 Pharmacology 20h41m,04 CNS Pharmacology,05 Central Nervous System Pharmacology - Anticonvulsants.mp4,16.343
984,09 Pharmacology 20h41m,04 CNS Pharmacology,06 Central Nervous System Pharmacology - Drugs Used in Anesthesia.mp4,30.76583333
985,09 Pharmacology 20h41m,04 CNS Pharmacology,08 Central Nervous System Pharmacology - Drugs of Abuse.mp4,5.171166667
986,09 Pharmacology 20h41m,04 CNS Pharmacology,02 Central Nervous System Pharmacology - Alcohols.mp4,10.6235
987,09 Pharmacology 20h41m,04 CNS Pharmacology,07 Central Nervous System Pharmacology - Opioid Analgesics.mp4,21.92966667
988,09 Pharmacology 20h41m,04 CNS Pharmacology,04 Central Nervous System Pharmacology - Drugs Used in Parkinson Disease and Psychosis.mp4,34.0885
989,09 Pharmacology 20h41m,04 CNS Pharmacology,01 Central Nervous System Pharmacology - Sedative-Hypnotic Anxiolytic Drugs.mp4,17.597
990,09 Pharmacology 20h41m,02 Autonomic,04 Adrenergic Pharmacology - Adrenergic Pharmacology.mp4,50.33366667
991,09 Pharmacology 20h41m,02 Autonomic,05 Adrenergic Pharmacology - Alpha and Beta Receptors.mp4,22.43133333
992,09 Pharmacology 20h41m,02 Autonomic,01 The Autonomic Nervous System - The Autonomic Nervous System.mp4,34.04333333
993,09 Pharmacology 20h41m,02 Autonomic,03 Cholinergic Pharmacology - Cholinergic Pharmacology Antagonists.mp4,23.49183333
994,09 Pharmacology 20h41m,02 Autonomic,02 Cholinergic Pharmacology - Cholinergic Pharmacology Agonists.mp4,49.65083333
995,09 Pharmacology 20h41m,02 Autonomic,06 Autonomic Drugs_ Glaucoma Treatment - Autonomic Drugs Glaucoma Treatment Questions.mp4,58.04133333
996,09 Pharmacology 20h41m,11 Toxicology,01 Toxicology - Toxicology.mp4,25.3855
997,09 Pharmacology 20h41m,05 Antimicrobials,04 Antimicrobial Agents - Unclassified Antibiotics and Antitubercular Drugs.mp4,16.49983333
998,09 Pharmacology 20h41m,05 Antimicrobials,06 Antimicrobial Agents - Antiviral Agents.mp4,27.0165
999,09 Pharmacology 20h41m,05 Antimicrobials,01 Antimicrobial Agents - Inhibitors of Cell_Wall Synthesis.mp4,37.72
1000,09 Pharmacology 20h41m,05 Antimicrobials,03 Antimicrobial Agents - Inhibitors of Folic Acid Synthesis.mp4,11.36033333
1001,09 Pharmacology 20h41m,05 Antimicrobials,07 Antimicrobial Agents - Antiprotozoal Agents.mp4,7.113166667
1002,09 Pharmacology 20h41m,05 Antimicrobials,02 Antimicrobial Agents - Inhibitors of Bacterial Protein Synthesis.mp4,22.68383333
1003,09 Pharmacology 20h41m,05 Antimicrobials,05 Antimicrobial Agents - Antifungal Agents.mp4,12.30616667
1004,09 Pharmacology 20h41m,08 Endocrine,05 Endocrine Pharmacology - Drugs Used for Bone and Mineral Disorders.mp4,3.501333333
1005,09 Pharmacology 20h41m,08 Endocrine,04 Endocrine Pharmacology - Drugs Related to Hypothalamic and Pituitary Hormones.mp4,4.292166667
1006,09 Pharmacology 20h41m,08 Endocrine,02 Endocrine Pharmacology - Steroid Hormones.mp4,16.1895
1007,09 Pharmacology 20h41m,08 Endocrine,01 Endocrine Pharmacology - Drugs Used in Diabetes.mp4,19.495
1008,09 Pharmacology 20h41m,08 Endocrine,03 Endocrine Pharmacology - Antithyroid Agents.mp4,4.807666667
1009,09 Pharmacology 20h41m,09 Anticancer Drugs,01 Anticancer Drugs - Anticancer Drugs.mp4,24.11883333
1010,01 Anatomy 34h27m,01 Embryology & Histology,06 Histology_ Epithelia - Cytoskeletal and Cell Surface Elements.mp4,34.48816667
1011,01 Anatomy 34h27m,01 Embryology & Histology,04 First 8 Weeks of Development - Embryonic Period (Weeks 3-8).mp4,18.51833333
1012,01 Anatomy 34h27m,01 Embryology & Histology,01 Gonad Development - Gonad Development.mp4,34.838
1013,01 Anatomy 34h27m,01 Embryology & Histology,02 First 8 Weeks of Development - Week 1 Beginning of Development.mp4,18.5145
1014,01 Anatomy 34h27m,01 Embryology & Histology,03 First 8 Weeks of Development - Week 2 Formation of the Bilaminar Embryo.mp4,7.8975
1015,01 Anatomy 34h27m,01 Embryology & Histology,05 Histology_ Epithelia - Histology_ Epithelia.mp4,21.7505
1016,01 Anatomy 34h27m,03 Neuroscience,48 The Brain Stem - Pons Lesions.mp4,7.869333333
1017,01 Anatomy 34h27m,03 Neuroscience,45 The Brain Stem - Horizontal Conjugate Gaze.mp4,16.09533333
1018,01 Anatomy 34h27m,03 Neuroscience,57 Basal Ganglia - Basal Ganglia Structures.mp4,5.239166667
1019,01 Anatomy 34h27m,03 Neuroscience,47 The Brain Stem - Medullary Lesions.mp4,10.75433333
1020,01 Anatomy 34h27m,03 Neuroscience,33 The Brain Stem - Lower Pons.mp4,6.916
1021,01 Anatomy 34h27m,03 Neuroscience,02 Nervous System Organization and Development - Congenital Malformations of the Nervous System.mp4,14.34033333
1022,01 Anatomy 34h27m,03 Neuroscience,59 Visual Pathways - Visual Pathways.mp4,7.329333333
1023,01 Anatomy 34h27m,03 Neuroscience,65 Diencephalon - Thalamus.mp4,6.490333333
1024,01 Anatomy 34h27m,03 Neuroscience,60 Visual Pathways - Visual Reflexes.mp4,6.213666667
1025,01 Anatomy 34h27m,03 Neuroscience,21 The Spinal Cord - Commonly Tested Muscle Stretch Reflexes.mp4,11.72383333
1026,01 Anatomy 34h27m,03 Neuroscience,52 The Cerebellum - Cerebellar Cytoarchitecture.mp4,9.975333333
1027,01 Anatomy 34h27m,03 Neuroscience,08 Histology of the Nervous System - Axonal transport.mp4,7.325833333
1028,01 Anatomy 34h27m,03 Neuroscience,72 Cerebral Cortex - Clinical Correlates Part 1.mp4,23.73266667
1029,01 Anatomy 34h27m,03 Neuroscience,62 Visual Pathways - Eyeball And Optic Nerve.mp4,11.11116667
1030,01 Anatomy 34h27m,03 Neuroscience,50 The Brain Stem - Strategy for the Study of Lesions.mp4,4.545333333
1031,01 Anatomy 34h27m,03 Neuroscience,"41 The Brain Stem - Components Of The Ear, Auditory, And Vestibular System.mp4",13.61033333
1032,01 Anatomy 34h27m,03 Neuroscience,"36 The Brain Stem - Cranial Nerves III, IV, And VI.mp4",22.66533333
1033,01 Anatomy 34h27m,03 Neuroscience,31 The Brain Stem - Lower Midbrain.mp4,4.871166667
1034,01 Anatomy 34h27m,03 Neuroscience,05 Nervous System Organization and Development - Parasympathetic and Sympathetic Outflow.mp4,14.29
1035,01 Anatomy 34h27m,03 Neuroscience,06 Nervous System Organization and Development - Cross Section of Spinal Cord.mp4,2.203666667
1036,01 Anatomy 34h27m,03 Neuroscience,25 The Spinal Cord - Spinal Cord Levels and Pathways.mp4,14.73816667
1037,01 Anatomy 34h27m,03 Neuroscience,71 Cerebral Cortex - Cerebral Cortex Left Hemisphere.mp4,12.22733333
1038,01 Anatomy 34h27m,03 Neuroscience,76 Lymbic System - Limbic System.mp4,25.90883333
1039,01 Anatomy 34h27m,03 Neuroscience,04 Nervous System Organization and Development - Autonomic Nervous System General Organization.mp4,12.49816667
1040,01 Anatomy 34h27m,03 Neuroscience,01 Nervous System Organization and Development - Nervous System Organization and Development.mp4,23.0175
1041,01 Anatomy 34h27m,03 Neuroscience,"13 Histology of the Nervous System - Axotomy, Chromatolysis, and Regeneration.mp4",4.7075
1042,01 Anatomy 34h27m,03 Neuroscience,15 Ventricular System - Ventricular System.mp4,17.59533333
1043,01 Anatomy 34h27m,03 Neuroscience,61 Visual Pathways - Clinical Correlates Pupillary Abnormalities.mp4,8.808166667
1044,01 Anatomy 34h27m,03 Neuroscience,27 The Spinal Cord - Lesions of the Spinal Cord I.mp4,22.451
1045,01 Anatomy 34h27m,03 Neuroscience,09 Histology of the Nervous System - Glial and Supporting Cells.mp4,11.79283333
1046,01 Anatomy 34h27m,03 Neuroscience,39 The Brain Stem - Trigeminal nuclei.mp4,12.05583333
1047,01 Anatomy 34h27m,03 Neuroscience,23 The Spinal Cord - Sensory Systems.mp4,33.79083333
1048,01 Anatomy 34h27m,03 Neuroscience,26 The Spinal Cord - Brown-Se´quard Syndrome.mp4,8.822833333
1049,01 Anatomy 34h27m,03 Neuroscience,"38 The Brain Stem - Cranial Nerves IX, X, XI and XII.mp4",12.50933333
1050,01 Anatomy 34h27m,03 Neuroscience,10 Histology of the Nervous System - Conditions of Impaired Myelination.mp4,4.986166667
1051,01 Anatomy 34h27m,03 Neuroscience,49 The Brain Stem - Midbrain Lesions.mp4,4.958666667
1052,01 Anatomy 34h27m,03 Neuroscience,18 The Spinal Cord - Ventral Horn.mp4,6.016
1053,01 Anatomy 34h27m,03 Neuroscience,73 Cerebral Cortex - Clinical Correlates Part 2.mp4,14.71833333
1054,01 Anatomy 34h27m,03 Neuroscience,69 Cerebral Cortex - Blood Supply of the Brain.mp4,18.07983333
1055,01 Anatomy 34h27m,03 Neuroscience,55 Basal Ganglia - Basal Ganglia.mp4,8.379666667
1056,01 Anatomy 34h27m,03 Neuroscience,66 Diencephalon - Hypothalamus.mp4,21.23433333
1057,01 Anatomy 34h27m,03 Neuroscience,64 Diencephalon - Diencephalon.mp4,7.341
1058,01 Anatomy 34h27m,03 Neuroscience,35 The Brain Stem - Cranial Nerves I And II.mp4,5.73
1059,01 Anatomy 34h27m,03 Neuroscience,28 The Spinal Cord - Lesions of the Spinal Cord II.mp4,15.69933333
1060,01 Anatomy 34h27m,03 Neuroscience,12 Histology of the Nervous System - Blood Brain Barrier.mp4,2.568166667
1061,01 Anatomy 34h27m,03 Neuroscience,42 The Brain Stem - Auditory System.mp4,7.7415
1062,01 Anatomy 34h27m,03 Neuroscience,"37 The Brain Stem - Cranial Nerve V, VII and VIII.mp4",12.543
1063,01 Anatomy 34h27m,03 Neuroscience,53 The Cerebellum - Circuitry.mp4,5.363833333
1064,01 Anatomy 34h27m,03 Neuroscience,68 Cerebral Cortex - Cerebral Cortex Right Hemisphere.mp4,19.12283333
1065,01 Anatomy 34h27m,03 Neuroscience,22 The Spinal Cord - UMN vs LMN Lesions.mp4,11.942
1066,01 Anatomy 34h27m,03 Neuroscience,74 Cerebral Cortex - CNS Blood SUpply and Stroke Related Deficits.mp4,8.6855
1067,01 Anatomy 34h27m,03 Neuroscience,16 The Spinal Cord - The Spinal Cord General Features.mp4,18.14333333
1068,01 Anatomy 34h27m,03 Neuroscience,67 Diencephalon - Epithalamus.mp4,3.646
1069,01 Anatomy 34h27m,03 Neuroscience,44 The Brain Stem - Caloric Test.mp4,7.428833333
1070,01 Anatomy 34h27m,03 Neuroscience,70 Cerebral Cortex - Cerebrovascular Disorders.mp4,3.017
1071,01 Anatomy 34h27m,03 Neuroscience,46 The Brain Stem - Blood Supply To The Brain Stem.mp4,3.897166667
1072,01 Anatomy 34h27m,03 Neuroscience,56 Basal Ganglia - Basal Ganglia Pathways.mp4,9.3855
1073,01 Anatomy 34h27m,03 Neuroscience,43 The Brain Stem - Vestibular System.mp4,10.21866667
1074,01 Anatomy 34h27m,03 Neuroscience,19 The Spinal Cord - Neural Systems Introduction.mp4,1.572
1075,01 Anatomy 34h27m,03 Neuroscience,24 The Spinal Cord - Spinocerebellar Pathways.mp4,6.575833333
1076,01 Anatomy 34h27m,03 Neuroscience,20 The Spinal Cord - Motor System.mp4,24.96733333
1077,01 Anatomy 34h27m,03 Neuroscience,58 Basal Ganglia - Diseases of the Basal Ganglia.mp4,9.039166667
1078,01 Anatomy 34h27m,03 Neuroscience,29 The Brain Stem - The Brain Stem.mp4,19.6305
1079,01 Anatomy 34h27m,03 Neuroscience,03 Nervous System Organization and Development - Germ Layer Derivatives Ectoderm.mp4,5.918833333
1080,01 Anatomy 34h27m,03 Neuroscience,32 The Brain Stem - Middle Pons.mp4,7.602166667
1081,01 Anatomy 34h27m,03 Neuroscience,14 Histology of the Nervous System - Primary Tumors.mp4,4.738
1082,01 Anatomy 34h27m,03 Neuroscience,11 Histology of the Nervous System - Histology of the Peripheral Nervous System.mp4,1.829333333
1083,01 Anatomy 34h27m,03 Neuroscience,07 Histology of the Nervous System - Histology of the Nervous System.mp4,5.128166667
1084,01 Anatomy 34h27m,03 Neuroscience,51 The Cerebellum - The Cerebellum.mp4,14.92766667
1085,01 Anatomy 34h27m,03 Neuroscience,17 The Spinal Cord - Dorsal Horn.mp4,8.667666667
1086,01 Anatomy 34h27m,03 Neuroscience,34 The Brain Stem - Medulla.mp4,13.53333333
1087,01 Anatomy 34h27m,03 Neuroscience,54 The Cerebellum - Cerebellar Lesions.mp4,10.03366667
1088,01 Anatomy 34h27m,03 Neuroscience,40 The Brain Stem - Corticobulbar (Corticonuclear) Innervation of Cranial Nerve Nuclei.mp4,9.227166667
1089,01 Anatomy 34h27m,03 Neuroscience,75 Cerebral Cortex - Key Features of Lobes.mp4,10.617
1090,01 Anatomy 34h27m,03 Neuroscience,30 The Brain Stem - Upper Midbrain.mp4,8.167166667
1091,01 Anatomy 34h27m,03 Neuroscience,63 Visual Pathways - Visual Field Defects.mp4,39.79716667
1092,01 Anatomy 34h27m,04 Clinical Correlates & Animations,06 Pernicious Anemia.mp4,7.77
1093,01 Anatomy 34h27m,04 Clinical Correlates & Animations,05 Osteoporosis.mp4,20.4055
1094,01 Anatomy 34h27m,04 Clinical Correlates & Animations,08 Visual Pathways.mp4,11.66
1095,01 Anatomy 34h27m,04 Clinical Correlates & Animations,04 Multiple Sclerosis (MS).mp4,22.04883333
1096,01 Anatomy 34h27m,04 Clinical Correlates & Animations,09 Spermatogenesis.mp4,5.821166667
1097,01 Anatomy 34h27m,04 Clinical Correlates & Animations,03 Congestive Heart Failure (CHF).mp4,11.10333333
1098,01 Anatomy 34h27m,04 Clinical Correlates & Animations,07 Acute Pancreatitis.mp4,13.3355
1099,01 Anatomy 34h27m,04 Clinical Correlates & Animations,01 Alzheimer Disease.mp4,18.40666667
1100,01 Anatomy 34h27m,04 Clinical Correlates & Animations,02 Cystic Fibrosis(CF).mp4,10.75883333
1101,01 Anatomy 34h27m,02 Gross Anatomy,12 Thorax - Ventricular Septum.mp4,6.248166667
1102,01 Anatomy 34h27m,02 Gross Anatomy,14 Thorax - Fetal Circulation and Shunts.mp4,27.86083333
1103,01 Anatomy 34h27m,02 Gross Anatomy,35 Upper Limb - Upper Limb Brachial Plexus.mp4,22.1995
1104,01 Anatomy 34h27m,02 Gross Anatomy,38 Lower Limb - Lower Limb Lumbosacral Plexus.mp4,24.87666667
1105,01 Anatomy 34h27m,02 Gross Anatomy,15 Thorax - Adult Heart.mp4,16.12866667
1106,01 Anatomy 34h27m,02 Gross Anatomy,36 Upper Limb - Nerve Injuries.mp4,44.7615
1107,01 Anatomy 34h27m,02 Gross Anatomy,"29 Abdomen, Pelvis, and Perineum - Arterial Blood Supply of the GI Tract.mp4",27.396
1108,01 Anatomy 34h27m,02 Gross Anatomy,08 Thorax - Heart.mp4,29.38133333
1109,01 Anatomy 34h27m,02 Gross Anatomy,"34 Abdomen, Pelvis, and Perineum - Abdominal Imaging.mp4",14.47266667
1110,01 Anatomy 34h27m,02 Gross Anatomy,16 Thorax - Cardiac Conduction.mp4,25.8755
1111,01 Anatomy 34h27m,02 Gross Anatomy,40 Lower Limb - The Knee and Ankle.mp4,13.47916667
1112,01 Anatomy 34h27m,02 Gross Anatomy,37 Upper Limb - Arterial Supply and Rotator Cuff.mp4,20.05166667
1113,01 Anatomy 34h27m,02 Gross Anatomy,"21 Abdomen, Pelvis, and Perineum - Embryology of Gut Tube.mp4",18.41383333
1114,01 Anatomy 34h27m,02 Gross Anatomy,"20 Abdomen, Pelvis, and Perineum - Descent of Testis and Femoral Hernia.mp4",18.02483333
1115,01 Anatomy 34h27m,02 Gross Anatomy,"27 Abdomen, Pelvis, and Perineum - Intestinal Histology.mp4",19.15416667
1116,01 Anatomy 34h27m,02 Gross Anatomy,"32 Abdomen, Pelvis, and Perineum - Embryology of Urinary System.mp4",31.61366667
1117,01 Anatomy 34h27m,02 Gross Anatomy,39 Lower Limb - Blood Supply of the Lower Limb.mp4,9.708666667
1118,01 Anatomy 34h27m,02 Gross Anatomy,05 Back and Autonomic Nervous System - Parasympathetic Nervous System.mp4,7.718666667
1119,01 Anatomy 34h27m,02 Gross Anatomy,03 Back and Autonomic Nervous System - Autonomic Nervous System.mp4,9.058166667
1120,01 Anatomy 34h27m,02 Gross Anatomy,"19 Abdomen, Pelvis, and Perineum - Inguinal Hernia.mp4",13.985
1121,01 Anatomy 34h27m,02 Gross Anatomy,06 Thorax - Chest Wall.mp4,25.951
1122,01 Anatomy 34h27m,02 Gross Anatomy,"25 Abdomen, Pelvis, and Perineum - Peritoneum and Rotation of the Gut.mp4",48.246
1123,01 Anatomy 34h27m,02 Gross Anatomy,"22 Abdomen, Pelvis, and Perineum - Foregut development.mp4",27.98783333
1124,01 Anatomy 34h27m,02 Gross Anatomy,10 Thorax - Development of Atrial Septums.mp4,27.64033333
1125,01 Anatomy 34h27m,02 Gross Anatomy,"30 Abdomen, Pelvis, and Perineum - Venous Drainage of the GI Tract.mp4",21.67
1126,01 Anatomy 34h27m,02 Gross Anatomy,"18 Abdomen, Pelvis, and Perineum - Abdominal Wall.mp4",38.65783333
1127,01 Anatomy 34h27m,02 Gross Anatomy,09 Thorax - Development of Heart.mp4,9.607666667
1128,01 Anatomy 34h27m,02 Gross Anatomy,13 Thorax - Fetal Heart Abnormalities.mp4,16.19366667
1129,01 Anatomy 34h27m,02 Gross Anatomy,"28 Abdomen, Pelvis, and Perineum - Histology of Salivary Glands, Pancreas, and Liver.mp4",11.23
1130,01 Anatomy 34h27m,02 Gross Anatomy,41 Head and Neck - Head and Neck.mp4,22.61783333
1131,01 Anatomy 34h27m,02 Gross Anatomy,04 Back and Autonomic Nervous System - Sympathetic Nervous System.mp4,23.23316667
1132,01 Anatomy 34h27m,02 Gross Anatomy,"26 Abdomen, Pelvis, and Perineum - Histology of the GI Tract.mp4",30.27116667
1133,01 Anatomy 34h27m,02 Gross Anatomy,"23 Abdomen, Pelvis, and Perineum - Pancreas and Duodenum Development.mp4",8.782166667
1134,01 Anatomy 34h27m,02 Gross Anatomy,07 Thorax - Lungs.mp4,29.58883333
1135,01 Anatomy 34h27m,02 Gross Anatomy,"31 Abdomen, Pelvis, and Perineum - Urinary System.mp4",25.70533333
1136,01 Anatomy 34h27m,02 Gross Anatomy,01 Back and Autonomic Nervous System - Vertebral Column.mp4,27.22383333
1137,01 Anatomy 34h27m,02 Gross Anatomy,17 Thorax - Mediastinum.mp4,27.46233333
1138,01 Anatomy 34h27m,02 Gross Anatomy,"24 Abdomen, Pelvis, and Perineum - Development of the Spleen.mp4",13.46716667
1139,01 Anatomy 34h27m,02 Gross Anatomy,"33 Abdomen, Pelvis, and Perineum - Pelvis and Perineum.mp4",36.962
1140,01 Anatomy 34h27m,02 Gross Anatomy,02 Back and Autonomic Nervous System - Spinal Nerves.mp4,12.31866667
1141,01 Anatomy 34h27m,02 Gross Anatomy,11 Thorax - Atrial Septal Defect.mp4,10.141
1142,01 Anatomy 34h27m,02 Gross Anatomy,42 Head and Neck - Embryology of the Head and Neck.mp4,32.79316667
